Academic Year (Enrolment),Roll Number,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),Address (Line 4),County Description,Eircode,School Latitude,School Longitude,Email,Phone No.,Principal Name,Local Authority Description,DEIS (Y/N),Irish Classification Description,Gaeltacht Indicator (Y/N),Island (Y/N),Ethos Description,Female,Male,Total
2023,04466T,BALLYMARTIN N S,Manister,Croom,Co Limerick,,Limerick,V35EK54,53,-9,manister.ns@hotmail.com,061397220,Peter Lavin,Limerick County Council,N,No subjects through Irish,N,N,Catholic,45,61,106
2023,04469C,S N FIODHNACH,Feenagh,Kilmallock,Co. Limerick,,Limerick,V35FN44,52,-9,feenaghns@eircom.net,06385225,Diarmuid O'Connor,Limerick County Council,N,No subjects through Irish,N,N,Catholic,43,27,70
2023,04487E,S N NAITHI NAOFA,Achonry,Tubbercurry,Co. Sligo,,Sligo,F91WF65,54,-9,info@achonryns.ie,0719184395,Cora Kivlehan,Sligo County Council,N,No subjects through Irish,N,N,Catholic,51,40,91
2023,04506F,Scoil na nGasur,Maree Road,Oranmore,Co. Galway,,Galway,H91Y763,53,-9,info@oranmoreboysns.ie,091790312,Maeve Meeneghan,Galway County Council,N,No subjects through Irish,N,N,Catholic,,269,269
2023,04515G,SCOIL AN LINBH IOSA,St Francis Street,Galway,,,Galway,H91RX32,53,-9,info@mercyprimary.ie,091566452,Norena Jordan,Galway City Council,Y,No subjects through Irish,N,N,Catholic,141,118,259
2023,04548V,SCOIL SEANAIN NAOFA,Clonlara,Co. Clare,,,Clare,V94FP92,53,-9,office@clonlarans.ie,061354299,Donnchadh Kelleher,Clare County Council,N,No subjects through Irish,N,N,Catholic,120,162,282
2023,04578H,BALLYVONGANE MIXED N S,Ballyvongane,"Aghinagh,",Coachford,,Cork,P12YD30,52,-9,ballyvonganens@gmail.com,02648188,sarah purcell,Cork County Council,N,No subjects through Irish,N,N,Catholic,8,16,24
2023,04620D,THOMASTOWN N S,Ardobireen,Thomastown,Golden,Co. Tipperary,Tipperary,E25F840,52,-8,thomastownnationalschool@gmail.com,06272471,Marie Donovan,Tipperary (Sr) County Council,N,No subjects through Irish,N,N,Catholic,65,52,117
2023,04796R,BRACKLOON N S,Brackloon,Westport,,,Mayo,F28E8Y9,54,-10,brackloonnationalschool@gmail.com,09821902,Brendan Tunney,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,76,83,159
2023,04800F,ROOSKEY N S,Rooskey,Carrick-on-Shannon,Co. Roscommon,,Roscommon,N41DH36,54,-8,rooskeyns@gmail.com,0719638774,Mellory Tighe,Roscommon County Council,N,No subjects through Irish,N,N,Catholic,80,68,148
2023,04802J,CLOONACOOL N S,Cloonacool,Tubbercurry,Co. Sligo,,Sligo,F91TV07,54,-9,stmichaelsns9@gmail.com,0719185709,Deirdre Kelly,Sligo County Council,N,No subjects through Irish,N,N,Catholic,42,55,97
2023,04809A,SCOIL AN AINGIL CHOIMHEADAI,"An C‚ideadh,",Ailt An Chorr in,Leitir Ceanainn,Co Dh£n na nGall,Donegal,F94W084,55,-8,saac.ceideadh@gmail.com,0749542268,Anne Marie U¡ Ic¡,Donegal County Council,Y,All subjects through Irish,Y,N,Catholic,16,4,20
2023,04919H,CRATLOE N S,Cratloe,Co. Clare,,,Clare,V95V596,53,-9,cratloenationalschool@gmail.com,061357111,Susan Frawley,Clare County Council,N,No subjects through Irish,N,N,Catholic,138,173,311
2023,04953H,BALLYHASS MIXED N S,Ballyhass,Cecilstown,Co. Cork,,Cork,P51K590,52,-9,ballyhassmixedns@gmail.com,02227937,Elizabeth Ronayne,Cork County Council,N,No subjects through Irish,N,N,Catholic,114,119,233
2023,04992R,Scoil na Croi Naofa,St Canice's Road,Ballygall,Dublin 11,,Dublin,D11XE17,53,-6,shbns1ballygall@gmail.com,018379586,Niall Carty,Dublin City Council,N,No subjects through Irish,N,N,Catholic,,419,419
2023,05062A,KELLS PAROCHIAL N S,Navan Road,Kells,Co. Meath,,Meath,A82RK49,54,-7,kellsparochialns@gmail.com,0469241308,David Sammon,Meath County Council,N,No subjects through Irish,N,N,Church Of Ireland,33,31,64
2023,05070W,S N BAILE MUIRNE,Ballymurn,Enniscorthy,Co. Wexford,,Wexford,Y21PR60,52,-6,office@ballymurnns.ie,0539138435,Emer O'Gorman,Wexford County Council,N,No subjects through Irish,N,N,Catholic,50,61,111
2023,05115S,S N AN LEANA MOR,Lenamore,Co. Longford,,,Longford,N39NN60,54,-8,lenamore.ns@hotmail.com,0449357867,Margo Smith,Longford County Council,Y,No subjects through Irish,N,N,Catholic,32,40,72
2023,05120L,LEHINCH N S,Lissatava,Hollymount,Claremorris,Co. Mayo,Mayo,F12FT92,54,-9,Lehinchprimary@gmail.com,0949540444,Sheila Jennings,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,6,3,9
2023,05144C,NEW INN B N S,New Inn,Cashel,Co. Tipperary,,Tipperary,E25VP64,52,-8,newinnbns@gmail.com,0527462336,Eilis Hennessy,Tipperary (Sr) County Council,N,No subjects through Irish,N,N,Catholic,,59,59
2023,05164I,SCOIL NAOMH CHOLMCILLE,Oile n Thora¡,Co. Dh£n na nGall,,,Donegal,F92XV52,55,-8,scoilcholmcille@yahoo.ie,0749165174,Anna U¡ Bhaoill,Donegal County Council,Y,All subjects through Irish,Y,Y,Catholic,7,15,22
2023,05220P,S N MICHIL NAOFA,Woodbrook,Carrick-on-Shannon,Co. Roscommon,,Roscommon,N41XD40,54,-8,woodbrookns@gmail.com,0719621771,Anne Hand Doyle,Roscommon County Council,N,No subjects through Irish,N,N,Catholic,18,21,39
2023,05230S,COMHSCOIL CHONMHA S N,Main Street,Convoy,Co. Donegal,,Donegal,F93NR7V,55,-8,convoyjoint@gmail.com,0749147493,Valerie Magee,Donegal County Council,N,No subjects through Irish,N,N,Church Of Ireland,50,49,99
2023,05253H,O CALLAGHANS MILLS N S,Iragh,O'Callaghan's Mills,Co. Clare,,Clare,V94A5D1,53,-9,ocallaghansmillsns@gmail.com,0656835730,Sharon Brady,Clare County Council,N,No subjects through Irish,N,N,Catholic,18,24,42
2023,05257P,PRESENTATION CONVENT,Dunmanway Road,Bandon,Co. Cork,,Cork,P72DF21,52,-9,presprimbandon@eircom.net,0238841809,Gillian Kelly,Cork County Council,N,No subjects through Irish,N,N,Catholic,196,,196
2023,05348S,Tahilla Community National School,Tahilla,Sneem,Co. Kerry,,Kerry,V93D735,52,-10,info@tahillacns.ie,0646645561,M ire de C¢g in Principal,Kerry County Council,Y,No subjects through Irish,N,N,Multi Denominational,11,16,27
2023,05477G,LARAGH N S,Laragh,Bandon,Co Cork,,Cork,P72RY79,52,-9,laraghns@gmail.com,0238843313,John Lordan,Cork County Council,N,No subjects through Irish,N,N,Catholic,98,94,192
2023,05501A,SCOIL NAOIMH EANNA,Killanny,Carrickmacross,Co. Monaghan,,Monaghan,A81E267,54,-7,killannyns@gmail.com,0429662175,Emer Quinn,Monaghan County Council,N,No subjects through Irish,N,N,Catholic,98,115,213
2023,05508O,ST COLUMBAS N.S,With Facility for Deaf Children,Douglas West,Co. Cork,,Cork,T12WK3D,52,-8,office@stcolumbasgns.ie,0214893947,Louise Roche,Cork County Council,N,No subjects through Irish,N,N,Catholic,343,21,364
2023,05513H,CASTLEPOLLARD MIXED N S,Water Street,Castlepollard,Co. Westmeath,,Westmeath,N91Y206,54,-7,cpns3h@gmail.com,0449661865,Sean Beirne,Westmeath County Council,Y,No subjects through Irish,N,N,Catholic,69,91,160
2023,05548D,SN BAILE MHIC AIRT,S.N. Bhaile Mhic Airt,D£n Garbh n,Co. Phort L irge,,Waterford,X35CR20,52,-8,anseanphobal.ias@gmail.com,05846446,Deirdre N¡ Fhlaithmhin,Waterford County Council,N,All subjects through Irish,Y,N,Catholic,37,29,66
2023,05565D,TRAFRASK MIXED N S,Trafrask,Adrigole (Beara),,,Cork,P75PD68,52,-10,trafraskns@gmail.com,02760201,Louisa O Donoghue,Cork County Council,N,No subjects through Irish,N,N,Catholic,12,11,23
2023,05600C,CLOCHAR SAN DOMINIC,Convent Road,Dun Laoghaire,Co. Dublin,,Dublin,A96V2P2,53,-6,mail@dominicandunlaoghaire.ie,012809011,Peter Mooney,Dun Laoghaire Rathdown,Y,No subjects through Irish,N,N,Catholic,87,84,171
2023,05627W,BAILIEBORO MODEL N S,Bailieborough,Co. Cavan,,,Cavan,A82FX62,54,-7,themodelns@gmail.com,0429665689,Niall McHugo,Cavan County Council,N,No subjects through Irish,N,N,Church Of Ireland,51,43,94
2023,05630L,Scoil Mhichil na Buachailli,Patrick Street,Trim,Co. Meath,,Meath,C15FK19,54,-7,scoilmhichil@gmail.com,0469431813,Brid Gorry,Meath County Council,N,No subjects through Irish,N,N,Catholic,5,278,283
2023,05636A,DUNMANWAY MODEL N S,Bantry Road,Dunmanway,Co. Cork,,Cork,P47NW66,52,-9,anmhodhscoil@gmail.com,0238845034,Fiona Buckley,Cork County Council,N,No subjects through Irish,N,N,Church Of Ireland,43,55,98
2023,05656G,S N AN GHOILIN,Goleen,Co. Cork,,,Cork,P81YW27,51,-10,mgoleenns@gmail.com,02835660,Mary Anne Collins,Cork County Council,N,No subjects through Irish,N,N,Catholic,22,11,33
2023,05754G,S N CREACHMHAOIL,Crinnage,Craughwell,Co. Galway,,Galway,H91P218,53,-9,office@craughwellns.ie,091846246,Claire Urquhart,Galway County Council,N,No subjects through Irish,N,N,Catholic,158,171,329
2023,05756K,BURRISCARRA N S,Carnacon,Ballyglass,Claremorris,Co. Mayo,Mayo,F12YD72,54,-9,office@carnaconns.ie,0949360184,James Rafter,Mayo County Council,N,No subjects through Irish,N,N,Catholic,6,7,13
2023,05916G,St. Anne's National School,Main Street,Tyrellspass,Co. Westmeath,,Westmeath,N91A5R7,53,-7,info@stannestyrrellspass.com,0449223298,Fiona McKeown,Westmeath County Council,N,No subjects through Irish,N,N,Catholic,69,79,148
2023,05927L,CHURCH HILL MIXED N S,Church Hill,Cuffesgrange,Co. Kilkenny,,Kilkenny,R95T253,53,-7,churchhillns1828@gmail.com,0567729144,Mark Bergin,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,82,103,185
2023,05933G,PRESENTATION PRIMARY SCHOOL,George's Hill,Halston Street,Dublin 7,,Dublin,D07YF43,53,-6,secretary@georgeshillschool.ie,018733061,Marie Berkery,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,97,48,145
2023,05940D,SCOIL URSULA,Blackrock Road,Blackrock,,,Cork,T12XC91,52,-8,sublackrock@gmail.com,0214358476,Linda Keane,Cork City Council,Y,No subjects through Irish,N,N,Catholic,91,83,174
2023,05970M,SCOIL BARR DUBH,Barraduff,Headford,Co. Kerry,,Kerry,V93H330,52,-9,barraduff.ias@gmail.com,0647754478,Claire O'Halloran,Kerry County Council,N,No subjects through Irish,N,N,Catholic,46,50,96
2023,06028F,ROCKCORRY N S,Rockcorry,Co. Monaghan,,,Monaghan,H18C425,54,-7,rockcorryns@gmail.com,0429742554,Julie Coalter,Monaghan County Council,N,No subjects through Irish,N,N,Church Of Ireland,14,22,36
2023,06044D,S N CILL CUILE,Kilcooley,Loughrea,Co. Galway,,Galway,H62YY62,53,-8,kilcooleyns@gmail.com,091843292,Sinead Duffy,Galway County Council,N,No subjects through Irish,N,N,Catholic,50,53,103
2023,06100K,S N CILL RONAIN,Keadue West,Boyle,Co. Roscommon,,Roscommon,F52P602,54,-8,scoilcillronain@gmail.com,0719647503,Marie Jinks,Roscommon County Council,N,No subjects through Irish,N,N,Catholic,21,27,48
2023,06117E,DOOHAMLET N S,Doohamlet,Castleblayney,Co. Monaghan,,Monaghan,A75YV07,54,-7,office@doohamletns.com,0429741498,Fiona Gallagher,Monaghan County Council,N,No subjects through Irish,N,N,Catholic,64,85,149
2023,06176U,BLESSINGTON 1 N S,Blessington Demesne,Blessington,Co Wicklow,,Wicklow,W91YX06,53,-7,blessington1ns@gmail.com,045900879,Lilian Murphy,Wicklow County Council,N,No subjects through Irish,N,N,Church Of Ireland,96,105,201
2023,06200O,BOOTERSTOWN BOYS,Grotto Place,Booterstown,Blackrock,Co. Dublin,Dublin,A94AC97,53,-6,principal@stmarysbooterstown.ie,012886830,Noel Scully,Dun Laoghaire Rathdown,N,No subjects through Irish,N,N,Catholic,,227,227
2023,06209J,ATHY MODEL SCHOOL,Tomard,Athy,Co. Kildare,,Kildare,R14Y478,53,-7,office@athymodelschool.ie,0598638545,Karyn Cole,Kildare County Council,N,No subjects through Irish,N,N,Church Of Ireland,38,49,87
2023,06227L,SN MHAOLCHEADAIR,An Charraig,Baile na nGall,Co. Chiarra¡,,Kerry,V92A313,52,-10,scoilmch@gmail.com,0669155341,Deirdre µghas,Kerry County Council,N,All subjects through Irish,Y,N,Catholic,14,18,32
2023,06295F,FREEMOUNT MIXED N S,Freemount,Charleville,Co. Cork,,Cork,P56FN30,52,-9,office@freemountns.com,02228834,Laura O'Hara,Cork County Council,N,No subjects through Irish,N,N,Catholic,54,42,96
2023,06342L,VICARSTOWN MIXED N S,Gilclough,Vicarstown,Co. Cork,,Cork,P32DX40,52,-9,office@vicarstownns.com,0217332179,Peter Mulcahy,Cork County Council,N,No subjects through Irish,N,N,Catholic,77,73,150
2023,06489S,S N AN TSAILEAIN,Sylane,Tuam,Co. Galway,,Galway,H54DA29,54,-9,principal@sylanens.ie,09355540,Sin‚ad Cleary,Galway County Council,N,No subjects through Irish,N,N,Catholic,38,52,90
2023,06516S,KILDIMO NATIONAL SCHOOL,Kildimo,Co. Limerick,,,Limerick,V94KW80,53,-9,info@kildimons.ie,061394500,Ciara McNamara,Limerick County Council,N,No subjects through Irish,N,N,Catholic,65,80,145
2023,06539H,KNOCKEA NATIONAL SCHOOL,Knockea,Ballyneety,Co. Limerick,,Limerick,V94FX90,53,-9,principal@knockeans.ie,061351414,Niamh Ambrose,Limerick County Council,N,No subjects through Irish,N,N,Catholic,89,112,201
2023,06576N,DROMIN N S,Dromin,Dunleer,Co. Louth,,Louth,A92VP44,54,-6,secretary@drominns.ie,0416851564,Se n Clare,Louth County Council,N,No subjects through Irish,N,N,Catholic,50,47,97
2023,06621P,Ringville National School,Ballinlaw,Slieverue,Co Kilkenny,via Waterford,Kilkenny,X91XN29,52,-7,secretary@ringvillens.ie,051832635,Aid¡n Hynes,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,20,27,47
2023,06658P,KILADANGAN N S,Kiladangan National School,Puckane,Nenagh,,Tipperary,E45DT27,53,-8,kiladanganns@gmail.com,06724030,Darragh Egan,Tipperary (Nr) County Council,N,No subjects through Irish,N,N,Catholic,59,72,131
2023,06789H,LISRONAGH N S,Lisronagh,Clonmel,Co. Tipperary,,Tipperary,E91X525,52,-8,lisronaghns63@gmail.com,0526122167,Claire Keane,Tipperary (Sr) County Council,N,No subjects through Irish,N,N,Catholic,42,53,95
2023,06852L,GARRACLOON N S,Garracloon,Cloghans,Ballina,Co. Mayo,Mayo,F26W266,54,-9,garracloon.ns@gmail.com,09673208,Sinead Mc Hale,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,4,8,12
2023,06936R,ST JOHNS CONVENT,Cathedral Place,Limerick,,,Limerick,V94T223,53,-9,johnslimerick@gmail.com,061416752,Aoibheann Ruane,Limerick City Council,Y,No subjects through Irish,N,N,Catholic,164,56,220
2023,06959G,CLONROCHE N S,Clonroche,Enniscorthy,Co. Wexford,,Wexford,Y21PY59,52,-7,info@clonrochens.ie,0539244441,John Ryan,Wexford County Council,Y,No subjects through Irish,N,N,Catholic,49,44,93
2023,06998Q,St Patrick's NS,Corlough,Belturbet,C/O Belturbet Post Office,Co. Cavan,Cavan,H14RP30,54,-8,stpatrickscorlough@gmail.com,0499523655,Fionnuala Murphy,Cavan County Council,Y,No subjects through Irish,N,N,Catholic,23,25,48
2023,07006A,BALLYCLOUGH MIXED N S,Ballyclough,Mallow,Co Cork,,Cork,P51CY80,52,-9,office@ballycloughns.com,02227857,Maria O Mahony,Cork County Council,N,No subjects through Irish,N,N,Catholic,51,57,108
2023,07054L,CULLENS N S,Faranoo,Ballina,Co. Mayo,,Mayo,F26TF97,54,-9,info@culleensballina.ie,09622084,Clair Cooke,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,108,133,241
2023,07075T,S N NAOMH FEICHIN,Cross,Claremorris,Co. Mayo,,Mayo,F12RD90,54,-9,crossns1854@gmail.com,0949546321,Sinead Muldoon,Mayo County Council,N,No subjects through Irish,N,N,Catholic,31,28,59
2023,07117J,S N LOCH GUIR,Patrickswell,Bruff,Co. Limerick,,Limerick,V35XE27,53,-9,loughgurns@gmail.com,061385004,Denis Kennedy,Limerick County Council,Y,No subjects through Irish,N,N,Catholic,9,10,19
2023,07120V,KILLYON N S,Hill of Down,Co. Meath,,,Meath,A83XW44,53,-7,school@killyonns.com,0469546532,µine Mulchrone (Acting Principal),Meath County Council,N,No subjects through Irish,N,N,Catholic,39,39,78
2023,07143K,MONREAGH N S,Monreagh,Carrigans,Co. Donegal,,Donegal,F93CV60,55,-7,monreaghns@gmail.com,0749140445,Kerry Harris,Donegal County Council,Y,No subjects through Irish,N,N,Presbyterian,27,25,52
2023,07183W,ST JOSEPHS GIRLS N.S.,Davitt Road,Mountmellick,,,Laois,R32EC56,53,-7,admin@stjosephsgns.ie,0578624540,Yvonne Murphy,Laois County Council,Y,No subjects through Irish,N,N,Catholic,231,,231
2023,07191V,S N SEOSAMH,Blueball,Tullamore,Co. Offaly,,Offaly,R35FN20,53,-8,gortnamonans@gmail.com,0579354960,John Healy,Offaly County Council,N,No subjects through Irish,N,N,Catholic,37,60,97
2023,07222G,BANOGUE NATIONAL SCHOOL,Dohora,Banogue,Croom,Co. Limerick,Limerick,V35HY63,52,-9,banoguenationalschool@gmail.com,061397188,Sheila Cagney,Limerick County Council,N,No subjects through Irish,N,N,Catholic,44,52,96
2023,07242M,CLOGHROE MIXED N S,Cloghroe,Co. Cork,,,Cork,T23AH2R,52,-9,oifig@cloghroens.ie,0214385547,Shane Fennessy,Cork County Council,N,No subjects through Irish,N,N,Catholic,244,271,515
2023,07245S,CULLEN N S,Cullen,Co. Tipperary,,,Tipperary,E34XR86,53,-8,cullenns@gmail.com,06247558,Jeanne Hurley,Tipperary (Sr) County Council,N,No subjects through Irish,N,N,Catholic,9,7,16
2023,07246U,Ravenswell Primary School,Ravenswell,Bray,Co. Wicklow,,Wicklow,A98X8X7,53,-6,office@ravenswell.ie,012860498,Kate Breen,Wicklow County Council,Y,No subjects through Irish,N,N,Catholic,230,266,496
2023,07315N,HOLY FAMILY SNR,Station Road,Ennis,Co. Clare,,Clare,V95TF67,53,-9,info@hfss.ie,0656828893,Jillian Bridge,Clare County Council,Y,No subjects through Irish,N,N,Catholic,152,147,299
2023,07317R,GLENGURT N S,Tournafulla,Ballagh,Co. Limerick,,Limerick,V42TD93,52,-9,glengurtns.secretary@gmail.com,06981120,John Browne,Limerick County Council,N,No subjects through Irish,N,N,Catholic,58,53,111
2023,07358I,S N SCEICHIN A RINCE,Skeheenarinky,Burncourt,Co. Tipperary,,Tipperary,E21YP73,52,-8,sceichinarince@gmail.com,0527467421,Catherine Kavanagh,Tipperary (Sr) County Council,N,No subjects through Irish,N,N,Catholic,19,18,37
2023,07374G,BALLINTUBBER N S,Ballintubber,Claremorris,Co. Mayo,,Mayo,F12KW18,54,-9,ballintubber07374G@gmail.com,0949030969,Brian McConnell,Mayo County Council,N,No subjects through Irish,N,N,Catholic,60,47,107
2023,07441S,BALLYCURRANE N S,Clashmore,via Youghal,Co. Waterford,,Waterford,P36FR50,52,-8,ballycurranens1@gmail.com,02496533,Kevin Gough,Waterford County Council,N,No subjects through Irish,N,N,Catholic,22,23,45
2023,07442U,St Josephs National School,Borrin-in-Ossory,Co. Laois,,,Laois,R32FP79,53,-8,borrisinossoryns@gmail.com,050541331,Aidan Keenaghan,Laois County Council,N,No subjects through Irish,N,N,Catholic,48,44,92
2023,07455G,SCOIL MHUIRE GAN SMAL,Ballygar,Co. Galway,Via Roscommon,,Galway,F42AD83,54,-8,info@ballygarns.com,0906624951,Helene Hanley,Galway County Council,Y,No subjects through Irish,N,N,Catholic,44,34,78
2023,07464H,BROWNEKNOWE N S,Brownknowe,Ramelton,Co. Donegal,,Donegal,F92P223,55,-8,brownknowens@gmail.com,0749151392,Sara Martin,Donegal County Council,N,No subjects through Irish,N,N,Presbyterian,26,25,51
2023,07481H,KILMOGANNY MIXED N S,Cottresllstown,Kilmoganny,Co. Kilkenny,,Kilkenny,R95TK70,52,-7,kilmoganny75@gmail.com,051648349,Thomas Hickey,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,12,9,21
2023,07518E,S N CNOC AN MHARCAIGH,Melview,Longford,,,Longford,N39XW13,54,-8,melviewschool@gmail.com,0433346197,Bryan Kennedy,Longford County Council,N,No subjects through Irish,N,N,Catholic,133,150,283
2023,07546J,GOLDENBRIDGE CONVENT,Saint Vincent Street West,Goldenbridge,Inchicore,Dublin 8,Dublin,D08AY94,53,-6,ololns.ias@gmail.com,014541265,Tonya Hanly,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,89,110,199
2023,07551C,BALLINDERREEN MXD N S,Ballinderreen,Kilcolgan,Co. Galway,,Galway,H91F292,53,-9,info@ballinderreenns.ie,091796632,Barry Quinn,Galway County Council,N,No subjects through Irish,N,N,Catholic,94,90,184
2023,07626H,S N AN IORBALL RIABAIGH,Urblereagh,Malin Head,Co. Donegal,,Donegal,F93PN44,55,-7,urblereaghns@yahoo.co.uk,0749370237,Ronan Ruddy,Donegal County Council,Y,No subjects through Irish,N,N,Catholic,27,18,45
2023,07636K,ST FINTANS N S,New Line Road,Mountrath,Co. Laois,,Laois,R32ET78,53,-7,saintfintansbns@gmail.com,0578732372,Edel Parkinson,Laois County Council,Y,No subjects through Irish,N,N,Catholic,,106,106
2023,07651G,ST JOSEPH'S GIRLS NATIONAL SCHOOL,Convent Road,Clonakilty,Co. Cork,,Cork,P85AX90,52,-9,info@stjosephsclon.com,0238833050,Conor Mulcahy,Cork County Council,N,No subjects through Irish,N,N,Catholic,210,,210
2023,07722D,ST PETERS N S SNR,Excise Street,Athlone,Co. Westmeath,,Westmeath,N37XY50,53,-8,stpetersgns@gmail.com,0906492363,Maureen Flynn,Westmeath County Council,Y,No subjects through Irish,N,N,Catholic,133,8,141
2023,07737Q,VILLIERSTOWN N S,Villierstown,Cappoquin,Co. Waterford,,Waterford,P51NY00,52,-8,villierstownns@gmail.com,02496301,Josephine O'Neill,Waterford County Council,N,No subjects through Irish,N,N,Catholic,12,15,27
2023,07751K,MONAGHAN MODEL SCHOOL,North Road,Monaghan,,,Monaghan,H18EC56,54,-7,modelsch.ias@gmail.com,04783070,Alanna Porter,Monaghan County Council,N,No subjects through Irish,N,N,Church Of Ireland,91,91,182
2023,07790U,CHURCHTOWN N S,Churchtown,Athy,Co. Kildare,,Kildare,R14VE89,53,-7,churchathy@gmail.com,0598632178,Mair‚ad Cummins,Kildare County Council,N,No subjects through Irish,N,N,Catholic,24,27,51
2023,07841L,KILGOBNET N S,Beaufort,Killarney,Co. Kerry,,Kerry,V93DW26,52,-10,kilgobnetnationalschool@gmail.com,0646644622,Maura O'Connor,Kerry County Council,N,No subjects through Irish,N,N,Catholic,46,32,78
2023,07857D,S N AILBHE,Killinure,Brittas,Co. Limerick,,Limerick,V94T184,53,-8,snailbhe@gmail.com,061351377,Carmel Power,Limerick County Council,N,No subjects through Irish,N,N,Catholic,84,105,189
2023,07900B,BALLYSTEEN N S,Ballysteen,Askeaton,Co. Limerick,,Limerick,V94Y078,53,-9,ballysteenns@gmail.com,061398383,Mary Flannery,Limerick County Council,N,No subjects through Irish,N,N,Catholic,11,13,24
2023,07949I,S N OSMANN,Model School Road,Birr,Co. Offaly,,Offaly,R42T271,53,-8,secretary@oxmantownschool.ie,0579120706,Violet Barnwell,Offaly County Council,Y,No subjects through Irish,N,N,Church Of Ireland,42,42,84
2023,07990F,SCOIL NAOMH CARTHACH,Ballyfinane,Firies,Killarney,Co Kerry,Kerry,V93NP26,52,-10,ballyfinanens@hotmail.com,0669764044,Catherine O'Shea,Kerry County Council,N,No subjects through Irish,N,N,Catholic,13,12,25
